Nom de la borne de recharge,Nom du parc,Adresse,Niveau de recharge,Latitude,Longitude,Coût
CEA-11327,901 | BSR | RDP-PAT | 13150 Sherbrooke E,"13150 Rue Sherbrooke Est, Montréal, QC, H1A 4B1",Level2,45.657782,-73.508574,"1,00 $ (CAD) de l'heure"
CEA-10246,MRC Coaticook - Saint-Malo,"224 route 253 Sud, Saint-Malo, QC, J0B 2Y0",Level2,45.197645,-71.500718,"1,00 $ (CAD) de l'heure"
CEB-10114,St-Hubert - Candiac,"107 chemin St-François Xavier, Candiac, QC, J5R 3X8",Level2,45.38028717,-73.53488159,"1,00 $ (CAD) de l'heure"
CEA-10563,Nouveau Monde Graphite - Hotel-Motel Central,"510 Rue Brassard, Saint-Michel-des-Saints, QC, J0K 3B0",Level2,46.6775,-73.9171,"1,00 $ (CAD) de l'heure"
CEA-094,282 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal,"9235 Avenue Papineau, Montréal, QC, H2M 2G5",Level2,45.562243,-73.63818,"2,50 $ (CAD) par session"
CEA-10743,711 | BSR | CDN-NDG | 6190 Monkland,"6190 Monkland, Montréal, QC, H4B 2X6",Level2,45.469082,-73.628219,"1,00 $ (CAD) de l'heure"
CEA-10692,409 | BSR | MHM | 3450 Ontario,"3450 Ontario, Montréal, QC, H1W 1R2",Level2,45.544099,-73.544871,"1,00 $ (CAD) de l'heure"
CEA-459,Zoo de Granby - Stationnement,"1050 boul. David-Bouchard Nord, Granby, QC, J2G 5P3",Level2,45.4202333,-72.7240667,"1,00 $ (CAD) de l'heure"
CEA-10229,Bureau d'accueil touristique - MRC Coaticook,"137 Rue Michaud, Coaticook, QC, J1A 1A9",Level2,45.147142,-71.806976,"1,00 $ (CAD) de l'heure"
CEA-10699,215 | BSR | VSMPE | 7140 Bordeaux,"7140 Rue de Bordeaux, Montréal, QC, H2E 2M3",Level2,45.549552,-73.60523,"1,00 $ (CAD) de l'heure"
CEA-213,St-Hubert - Granby,"940 Rue Principale,, Granby, QC, J2G 2Z4",Level2,45.4142914,-72.75529988,"1,00 $ (CAD) de l'heure"
CEA-10113,Valleyfield - Hôtel de Ville,"61, Ste-Cécile, Salaberry-de-Valleyfield, QC, J6T 1L8",Level2,45.255475,-74.131591,"1,00 $ (CAD) de l'heure"
CEA-10344,307 | BSR | RPP | 1031 St-Zotique,"1031 Rue Saint-Zotique E, Montréal, QC, H2S 1N1",Level2,45.539199,-73.605241,"1,00 $ (CAD) de l'heure"
CEA-350,SHDM - Complexe Chaussegros-De-Léry,"330, rue Champ-de-Mars, Montréal, QC, H2Y 3Z3",Level2,45.509619,-73.55353,"2,50 $ (CAD) par session"
CEA-444,St-Hubert - Drummondville-Sud,"2875 Boulevard St-Joseph, Drummondville, QC, J2B 7P5",Level2,45.866345,-72.47799,"1,00 $ (CAD) de l'heure"
CEA-239,MTQ - Aire de service du Point-du-Jour,"250 autoroute Félix-Leclerc, Lavaltrie, QC, J0K 2Z0",Level2,45.889457,-73.35058,"1,00 $ (CAD) de l'heure"
CEA-10688,219 | BSR | VSMPE | 1210 Villeray,"1210 Villeray, Montréal, QC, H2R 1J7",Level2,45.547077,-73.61853,"1,00 $ (CAD) de l'heure"
CEA-10730,Pavillon Forêt Montmorency - Bâtiment principal,"Km 103, route 175, Québec, QC, G0R 3R0",Level2,47.322028,-71.148046,"1,00 $ (CAD) de l'heure"
CEB-10077,Aéroport de Montréal – Courte Durée,"975 Roméo-Vachon Nord, Dorval, QC, H4Y 1H1",Level2,45.457315,-73.749285,"2,50 $ (CAD) par session"
CEA-118,FCR - SAQ Lorraine,"85 Boulevard de Gaulle, Lorraine, QC, J6Z 3R8",Level2,45.665319,-73.78185,"1,00 $ (CAD) de l'heure"
CEA-11125,Municipalité de Ham-Sud,"9, chemin Gosford Sud, Ham-Sud, QC, J0B 3J0",Level2,45.756181,-71.601158,"1,00 $ (CAD) de l'heure"
CEA-11221,1501 | BSR | LAC | 143 Chemin du Canal,"143 Chemin du Canal, Lachine, QC, H8S 2P5",Level2,45.430789,-73.6668,"1,00 $ (CAD) de l'heure"
CEA-10734,814 | BSR | SO | 2415 Allard,"2415 Allard, Montréal, QC, H4E 2L5",Level2,45.450914,-73.594951,"1,00 $ (CAD) de l'heure"
CEA-10075,Québec - Bibliothèque Félix Leclerc,"1465 Rue de l'Innovation, Québec, QC, G3K 2P9",Level2,46.85758658,-71.41974601,"1,00 $ (CAD) de l'heure"
CEA-10416,Ville de St-Jérôme - Stationnement de la Gare (P9),"280 Rue Latour, Saint-Jérôme, QC, J7Z 2G7",Level2,45.776087,-73.999825,"1,00 $ (CAD) de l'heure"
CEB-10078,St-Hubert - Saint-Eustache,"555 boul. Arthur-Sauvé, St-Eustache, QC, J7P 4X5",Level2,45.57397461,-73.9139328,"1,00 $ (CAD) de l'heure"
CEA-11199,528 | BSR | PMR | 640 Prince-Arthur O,"640 Rue Prince Arthur O, Montréal, QC, H2X 1T9",Level2,45.507682,-73.578318,"1,00 $ (CAD) de l'heure"
CEA-10151,1491 | BHR | SLA | 2385 Thimens : Complexe Sportif St-Laurent,"2385 Boulevard Thimens, St-Laurent, QC, H4R 1T4",Level2,45.507344,-73.702415,"2,50 $ (CAD) par session"
CEA-11443,1202 | BSR | SLE | 5275 Lavoisier,"5275 Lavoisier, Montréal, QC, H1R 1J5",Level2,45.590009,-73.606516,"2,50 $ (CAD) par session"
CEA-10685,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10332,404 | BSR | MHM | 3622 Hochelaga,"3622 Rue Hochelaga, Montréal, QC, H1W 1J1",Level2,45.547475,-73.550661,"1,00 $ (CAD) de l'heure"
CEA-11068,Desjardins - Saguenay-Saint-Laurent,"11, rue Sirois, Les Escoumins, QC, G0T 1K0",Level2,48.350265,-69.40806,"1,00 $ (CAD) de l'heure"
CEA-10215,Université du Québec - Stationnement Odéon,"465 rue de la Chapelle, Québec, QC, G1K 6N4",Level2,46.814063,-71.221063,"1,00 $ (CAD) de l'heure"
CEA-435,Ste-Brigide-d'Iberville - Centre Municipal,"510 9e rang, Sainte-Brigide-D'Iberville, QC, J0J 1X0",Level2,45.321901,-73.06614,"2,50 $ (CAD) par session"
CEA-10479,Sur Rue - Mont Tremblant - Parc Daniel-Lauzon,"268 rue du Couvent, Mont Tremblant, QC, J8E 1K6",Level2,46.195234,-74.623006,"1,00 $ (CAD) de l'heure"
CEA-10515,Rivière-Bleue - Hôtel de Ville,"32 rue des Pins E, Rivière-Bleue, QC, G0L 2B0",Level2,47.43572,-69.042077,"1,00 $ (CAD) de l'heure"
CEA-10250,Exo - Stationnement incitatif Sainte-Julie,"180 boul. Armand Frappier, Sainte-Julie, QC, J3E 0C7",Level2,45.582114,-73.324964,"2,50 $ (CAD) par session"
CEC-00029,BRCC - Ville de St-Jean-sur-Richelieu (Rona),"85 Av Conrad-Gosselin, St-Jean-sur-Richelieu, QC, J2X 0A1",FastDC,45.324694,-73.248365,"10,00 $ (CAD) de l'heure"
CEA-068,1481 | BHR | SLA | 1375 Grenet : Centre des Loisirs,"1375 Rue Grenet, Montreal, QC, H4L 5K3",Level2,45.51495372,-73.69102041,"2,50 $ (CAD) par session"
CEA-148,1780 | BHR | VER | 201 Berlioz : La Station,"201 rue Berlioz, Ile des Soeurs, QC, H3E 1C1",Level2,45.459993,-73.54423,"2,50 $ (CAD) par session"
CEA-10830,711 | BSR | CDN-NDG | 6190 Monkland,"6190 Monkland, Montréal, QC, H4B 2X6",Level2,45.469082,-73.628219,"1,00 $ (CAD) de l'heure"
CEA-10741,727 | BSR | CDN-NDG | 6521 Décarie,"6521 boul. Decarie, Montréal, QC, H3W 3E3",Level2,45.491264,-73.645548,"1,00 $ (CAD) de l'heure"
CEA-11446,1202 | BSR | SLE | 5275 Lavoisier,"5275 Lavoisier, Montréal, QC, H1R 1J5",Level2,45.590009,-73.606516,"2,50 $ (CAD) par session"
CEA-469,St-Hubert - Richelieu,"2330 Chemin des Patriotes, Richelieu, QC, J3L 6M7",Level2,45.413805,-73.240305,"1,00 $ (CAD) de l'heure"
CEA-11102,Ville de Sainte-Pie - Parc Euclide-Lacasse,"146 Sainte-Cécile, Saint-Pie, QC, J0H 1W0",Level2,45.507768,-72.901844,"1,00 $ (CAD) de l'heure"
CEA-11270,826 | BSR | SO | 2855 Centre,"2855 rue du Centre, Montréal, QC, H4C 3B4",Level2,45.476501,-73.57244,"1,00 $ (CAD) de l'heure"
CEA-423,Racine - Caisse populaire Desjardins,"145, route 222, Racine, QC, J0E 1Y0",Level2,45.503649,-72.24831,"2,50 $ (CAD) par session"
CEA-455,Ville de Blainville - Bibliothèque Paul-Mercier,"1003 rue de la Mairie, Blainville, QC, J7C 3C7",Level2,45.681191,-73.8752,"2,50 $ (CAD) par session"
CEA-11232,829 | BSR | SO | 472 Ste-Madeleine,"472 Rue Sainte Madeleine, Montréal, QC, H3K 2K7",Level2,45.480554,-73.555775,"1,00 $ (CAD) de l'heure"
CEA-11279,Laval - Caserne 5,"7900 Av Marcel-Villeneuve, Laval, QC, H7A 4B2",Level2,45.67215,-73.598379,"1,00 $ (CAD) de l'heure"
CEA-10111,St-Hubert - Dolbeau-Mistassini,"1780 Rue des Mélèzes, Dolbeau-Mistassini, QC, G8L 3M8",Level2,48.881311,-72.234929,"1,00 $ (CAD) de l'heure"
CEA-10648,812 | BSR | SO | 2441 Notre-Dame,"2441A Notre-Dame, Montréal, QC, H3J 1N6",Level2,45.483512,-73.574681,"1,00 $ (CAD) de l'heure"
CEA-193,"Hydro-Québec - St-Jérôme, 333 Jean-Paul-Hogue","333 Jean-Paul-Hogue, St-Jérôme, QC, J7Z 6Y3",Level2,45.761751,-73.997054,"2,50 $ (CAD) par session"
CEA-10890,St-Hubert - Mascouche,"241 Montée Masson, Mascouche, QC, J7K 3B4",Level2,45.72655851,-73.61696,"1,00 $ (CAD) de l'heure"
CEA-10649,310 | BSR | RPP | 7085 St-Laurent,"7085A St-Laurent, Montréal, QC, H2S 3E3",Level2,45.533914,-73.616473,"1,00 $ (CAD) de l'heure"
CEB-10001,Groupe Mercille - Complexe St-Charles,"1111 Rue Saint-Charles Ouest, Longueuil, QC, J4K 5G4",Level2,45.52631,-73.519977,"2,50 $ (CAD) par session"
CEA-11130,734 | BSR | CDN-NDG | 5160 Decarie,"5160 Decarie, Montréal, QC, H3X 2H9",Level2,45.483925,-73.630404,"1,00 $ (CAD) de l'heure"
CEA-10460,Sainte-Catherine-de-la-Jacques-Cartier,"2 rue Laurier, Sainte-Catherine-de-la-Jacques-Cartier, QC, G3N 1W1",Level2,46.844901,-71.617479,"1,00 $ (CAD) de l'heure"
CEB-10021,METRO - Fleury,"1745 rue Fleury Est, Montréal, QC, H2C 1T3",Level2,45.56669998,-73.65421295,"1,00 $ (CAD) de l'heure"
CEA-10497,CÉGEP Garneau,"1160 Boul. de L'Entente, Québec, QC, G1S 4S3",Level2,46.793442,-71.264124,"1,00 $ (CAD) de l'heure"
CEA-223,Monsieur Muffler,"4747 boul. Lévesque Est, Laval, QC, H7C 1M9",Level2,45.60745909,-73.64537388,"2,50 $ (CAD) par session"
CEA-10548,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC, H2X 3Y2",Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure"
CEB-10159,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, QC, G1C 0J3",Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure"
CEA-10141,Collège de Rosemont,"6400 16e avenue, Montréal, QC, H1X 2S9",Level2,45.55713912,-73.58114857,"1,00 $ (CAD) de l'heure"
CEA-249,MTQ - Aire de service de la Baie-de-Maskinongé,"161 Autoroute 40, Maskinongé, QC, J0K 1N0",Level2,46.195441,-73.00448,"1,00 $ (CAD) de l'heure"
CEA-10667,CÉGEP de Saint-Laurent,"625 Avenue Sainte-Croix, Montréal, QC, H4L 3X7",Level2,45.512792,-73.672624,"1,00 $ (CAD) de l'heure"
CEA-11468,825 | BSR | SO | 2157 Centre,"2157 Rue Centre, Montréal, QC, H3K 1J4",Level2,45.480808,-73.56592,"1,00 $ (CAD) de l'heure"
CEA-10549,Ville de Boucherville - Complexe aquatique L-E-Cor,"490 chemin du Lac, Boucherville, QC, J4B 6X3",Level2,45.603497,-73.450265,"1,00 $ (CAD) de l'heure"
CEA-11482,1101 | BSR | MN | 5195 Alfred,"5195 Alfred, Montréal, QC, H1G 5B9",Level2,45.60424,-73.628686,"1,00 $ (CAD) de l'heure"
CEB-10147,FCR - Carrefour St-David Est,"2040 Blanche-Lamontagne, Beauport, QC, G1C 0H8",Level2,46.865435,-71.21259,"1,00 $ (CAD) de l'heure"
CEA-11299,1718 | BSR | VER | 97 Rue de l'Église,"97 Rue de l'Église, Verdun, QC, H4G 2M1",Level2,45.462773,-73.565323,"1,00 $ (CAD) de l'heure"
CEA-10674,280 | BHR | VSMPE | 7501 François Perrault : Maison du citoyen,"7501 François Perrault, Montréal, QC, H2A 1M1",Level2,45.56153,-73.60127,"2,50 $ (CAD) par session"
CEA-10636,Saint-Joseph de Sorel - Centre Recréatif Aussant (Aréna),"105 rue Saint-Joseph, Saint-Joseph-de-Sorel, QC, J3R 3P1",Level2,46.045036,-73.12939,"1,00 $ (CAD) de l'heure"
CEA-10820,721 | BSR | CDN-NDG | 2885 Barclay,"2885 Barclay, Montréal, QC, H3S 2J6",Level2,45.509323,-73.629748,"1,00 $ (CAD) de l'heure"
CEA-10159,Piopolis - Édifice Municipal,"403 rue principale, Piopolis, QC, G0Y 1H0",Level2,45.48582448,-70.90757093,"1,00 $ (CAD) de l'heure"
CEB-10050,RONA - Brossard,"9800 boul. Leduc, Brossard, QC, J4Y 0B4",Level2,45.4383049,-73.44075012,"1,00 $ (CAD) de l'heure"
CEA-11144,117 | BSR | AC | 1545 Henri-Bourassa,"1545 Henri Bourassa, Montréal, QC, H3M 1X7",Level2,45.538203,-73.678763,"1,00 $ (CAD) de l'heure"
CEC-00051,BRCC - CDSMML - Mont-Louis,"19, 1ere Avenue Ouest, St-Maxime-du-Mont-Louis, QC, G0E 1T0",FastDC,49.228842,-65.735214,"10,00 $ (CAD) de l'heure"
CEA-10347 ,707 | BSR | CDN-NDG | 3506 Lacombe,"3506 ave. Lacombe, Montréal, QC, H3T 1M1",Level2,45.4974,-73.622784,"1,00 $ (CAD) de l'heure"
CEA-10065,St-Hubert - Chambly,"3200 boul. Fréchette, Chambly, QC, J3L 6Z6",Level2,45.431142,-73.30393,"1,00 $ (CAD) de l'heure"
CEA-10341,201 | BSR | VSMPE | 622 Jarry O,"622 rue Jarry O, Montréal, QC, H3N 1G2",Level2,45.531226,-73.635681,"1,00 $ (CAD) de l'heure"
CEA-092,FCR - Carrefour du Plateau des Grives,"205-219 boul. du Plateau, Gatineau, QC, J9J 0N4",Level2,45.431995,-75.78066,"1,00 $ (CAD) de l'heure"
CEA-11092,Municipalité de Saint-Liguori,"371 rue Héroux, Saint-Liguori, QC, J0K 2X0",Level2,46.010386,-73.569419,"1,00 $ (CAD) de l'heure"
CEA-10877,416 | BSR | MHM | 5750 Pierre de Coubertin,"5750 Pierre de Coubertin, Montréal, QC, H1N 2K9",Level2,45.571544,-73.540664,"1,00 $ (CAD) de l'heure"
CEB-10105,Ville de Sherbrooke - Centre récréatif Rock Forest,"5265 Rue de Gaspé    , Sherbrooke, QC, J1N 2C8",Level2,45.368833,-71.98972,"1,00 $ (CAD) de l'heure"
CEA-10827,820 | BSR | SO | 3041 Notre-Dame,"3041 Notre-Dame , Montréal, QC, H4C 2J2",Level2,45.480917,-73.578968,"1,00 $ (CAD) de l'heure"
CEA-10710 ,Boisbriand - Bibliothèque,"901 Boulevard de la Grande-Allée, Boisbriand, QC, J7G 1W6",Level2,45.61248,-73.83964,"1,00 $ (CAD) de l'heure"
CEA-10520,513 | BSR | PMR | 5030 St-Denis,"5030 St-Denis, Montréal, QC, H2J 2L9",Level2,45.526792,-73.589348,"1,00 $ (CAD) de l'heure"
CEA-10536,1709 | BSR | VER | 300 Chemin du golf,"300 Chemin du golf, Verdun, QC, H3E 1A8",Level2,45.467528,-73.548338,"1,00 $ (CAD) de l'heure"
CEA-392,MRC de la Vallée-du-Richelieu - McMasterville,"255 boul. Laurier, McMasterville, QC, J3G 0B7",Level2,45.54718536,-73.22975519,"2,50 $ (CAD) par session"
CEA-266,Bentall Kennedy - Tour KPMG,"600 Boulevard de Maisonneuve Ouest, Montréal, QC, H3A 0A3",Level2,45.504524,-73.5705,"2,50 $ (CAD) par session"
CEA-394,UQAC Chicoutimi,"555 Boulevard de l'Université, Chicoutimi, QC, G7H 2B1",Level2,48.420502,-71.05121,"1,00 $ (CAD) de l'heure"
CEA-11508,Caisse Desjardins du Haut-Saint-Laurent,"4b Bridge , Ormstown, QC, J0S 1K0",Level2,45.121098,-73.989749,"1,00 $ (CAD) de l'heure"
CEC-00034,BRCC - St-Hubert - Ste-Marie,"655 Route Cameron, Ste-Marie-de-Beauce, QC, G6E 3V7",FastDC,46.46915,-71.037935,"10,00 $ (CAD) de l'heure"
CEC-00170,BRCC - Saint-Apollinaire - Shell,"390 rue Laurier, Saint-Apollinaire, QC, G0S 2E0",FastDC,46.617886,-71.514123,"10,00 $ (CAD) de l'heure"
CEA-10418,Ville de St-Jérôme - Stationnement de la Gare (P9),"280 Rue Latour, Saint-Jérôme, QC, J7Z 2G7",Level2,45.774675,-73.999749,"1,00 $ (CAD) de l'heure"
CEA-10917,Laval - Terrasse du Souvenir,"1333 Boulevard Chomedey, Laval, QC, H7V 3Y1",Level2,45.550974,-73.7435,"1,00 $ (CAD) de l'heure"
CEA-10043,614 | BSR | VM | 1455 Metcalfe,"1550 rue Metcalfe, Montréal, QC, H3A 3L8",Level2,45.501087,-73.573064,"1,00 $ (CAD) de l'heure"
CEC-00086,BRCC - Les Promenades Gatineau,"1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3",FastDC,45.47466,-75.69651,"10,00 $ (CAD) de l'heure"
CEA-10829,811 | BSR | SO | 123 Courcelle,"123 Courcelle, Montréal, QC, H4C 3B4",Level2,45.471297,-73.585517,"1,00 $ (CAD) de l'heure"
CEA-10939,712 | BSR | CDN-NDG |1070 Decarie,"1070 Decarie, Montréal, QC, H4A 3H9",Level2,45.472083,-73.604053,"1,00 $ (CAD) de l'heure"
CEA-11106,Municipalité de Saint-Sébastien,"582 Rue Principale, St-Sébastien, QC, G0Y 1M0",Level2,45.782361,-70.969773,"1,00 $ (CAD) de l'heure"
CEA-11017,Coq Rôti - l'Étape,"10002 route 175, Stoneham-et-Tewkesbury, QC, G3C 2N9",Level2,47.559526,-71.23096,"1,00 $ (CAD) de l'heure"
CEA-184,981 | BHR | RDP-PAT | 12125 Notre-Dame E : Centre communautaire Roussin,"12125 Rue Notre-Dame est, Montréal, QC, H1B 2Y9",Level2,45.641308,-73.49087,"2,50 $ (CAD) par session"
CEA-11417,Desjardins - Piemont Laurentien,"1638, rue Notre-Dame, L'Ancienne-Lorette, QC, G2E 3B6",Level2,46.80174,-71.36075,"1,00 $ (CAD) de l'heure"
CEC-00125,BRCC - Ville de Nicolet,"Place du 21 Mars, Nicolet, QC, J3T 1E9",FastDC,46.225743,-72.617323,"10,00 $ (CAD) de l'heure"
CEA-10639,808 | BSR | SO | 6098 Mazarin,"6098 Rue Mazarin, Montréal, QC, H4E 2X2",Level2,45.456132,-73.601308,"1,00 $ (CAD) de l'heure"
CEA-11415,Repentigny - Piscine Municipale,"130 Rue Valmont, Repentigny, QC, J5Y 1N9",Level2,45.764371,-73.435207,"1,00 $ (CAD) de l'heure"
CEB-10139,Exo - Gare Blainville,"38 boul. de la Seigneurie Est, Blainville, QC, J7C 3V5",Level2,45.67253494,-73.86418915,"2,50 $ (CAD) par session"
CEA-10445,Laval - Arena Martin St-Louis,"655 Rue Sylvie, Laval, QC, H7X 2X2",Level2,45.52582,-73.803802,"1,00 $ (CAD) de l'heure"
CEA-10723,Saint-Polycarpe - Parc FX Prieur,"1263 Chemin Élie-Auclair, Saint-Polycarpe, QC, J0P 1X0",Level2,45.30196,-74.30371,"1,00 $ (CAD) de l'heure"
CEA-10947,318 | BSR | RPP | 2919 Bellechasse,"2919 Bellechasse, Montréal, QC, H2G 1N8",Level2,45.551265,-73.584723,"1,00 $ (CAD) de l'heure"
CEB-10154,FCR - Carrefour du Versant Ouest,"1500 boul. Gréber, Gatineau, QC, J8R 0E1",Level2,45.503821,-75.678098,"1,00 $ (CAD) de l'heure"
CEA-10550,Ville de Témiscouata-sur-le-Lac,"737 Rue Commerciale N, Témiscouata-sur-le-Lac, QC, G0L 1E0",Level2,47.679095,-68.87661,"1,00 $ (CAD) de l'heure"
CEA-10615,412 | BSR | MHM | 2222 Valois,"2222 Avenue Valois , Montréal, QC, H1W 3M5",Level2,45.548361,-73.546827,"1,00 $ (CAD) de l'heure"
CEA-11353,233 | BSR | VSMPE | 7707 Shelley,"7707 Shelley, Montréal, QC, H2A 1H6",Level2,45.562171,-73.604732,"1,00 $ (CAD) de l'heure"
CEA-11379,Marché Val-Morin ,"6100, Morin , Val-Morin, QC, J0T 2R0",Level2,46.0068151,-74.1887027,"1,00 $ (CAD) de l'heure"
CEA-296,MRC du Haut-Richelieu,"380 4e avenue, Saint-Jean-sur-Richelieu, QC, J2X 1W9",Level2,45.306833,-73.23268,"2,50 $ (CAD) par session"
CEA-11280,Stationnement de l'Église Saint-Maurice,"389 Rue Wilfrid, Bois-des-Filion, QC J6Z 1E6, Bois-des-Filion, QC, J6Z 1E6",Level2,45.667833,-73.75528,"1,00 $ (CAD) de l'heure"
CEA-10088,St-Eugène - Dépanneur Général,"10 rue Principale, St-Eugène-De-Ladrière, QC, G0L 1P0",Level2,48.253224,-68.794738,"2,50 $ (CAD) par session"
CEA-10319,St-Jean-sur-Richelieu - Entrée Nord,"6 rue Foch, St-Jean-sur-Richelieu, QC, J3B 2A2",Level2,45.309441,-73.251869,"1,00 $ (CAD) de l'heure"
CEA-10313,CCSSJ,"201 Boulevard Armand-Frappier , Sainte-Julie, QC, J3E 0C7",Level2,45.58317,-73.32812,"1,00 $ (CAD) de l'heure"
CEB-10027,RONA - Québec,"1500 rue Bouvier, Québec, QC, G2K 1N8",Level2,46.827658,-71.293394,"1,00 $ (CAD) de l'heure"
CEA-10388,Aéroport de Montréal – Courte Durée,"975 Roméo-Vachon Nord, Dorval, QC, H4Y 1H1",Level2,45.457315,-73.749285,"2,50 $ (CAD) par session"
CEC-00014,BRCC - Carrefour La Pocatière,"625 1ère rue, La Pocatière, QC, G0R 1Z0",FastDC,47.364068,-70.03577,"10,00 $ (CAD) de l'heure"
CEA-10434,Collège de Bois-de-Boulogne,"10500 Avenue de Bois de Boulogne, Montréal, QC, H4N 1L4",Level2,45.536413,-73.67444,"1,00 $ (CAD) de l'heure"
CEC-00096,BRCC - Roulez Électrique,"519 rue des Volontaires, Trois-Rivières, QC, G9A 2E7",FastDC,46.343128,-72.545265,"10,00 $ (CAD) de l'heure"
CEA-10177,618 | BSR | VM | 254 Boisbriand,"270 rue de Boisbriand, Montréal, QC, H2X 3C5",Level2,45.512673,-73.562445,"1,00 $ (CAD) de l'heure"
CEC-00044,BRCC - Ville de Rimouski,"50 rue Saint-Germain Ouest, Rimouski, QC, G5L 4B5",FastDC,48.45068758,-68.52971682,"10,00 $ (CAD) de l'heure"
CEA-10810,319 | BSR | RPP | 6501 St-Laurent,"6501A St-Laurent, Montréal, QC, H2S 3C4",Level2,45.530366,-73.608664,"1,00 $ (CAD) de l'heure"
CEA-10120,St-Hubert - Berthierville,"1091 av Gilles-Villeneuve, Berthierville, QC, J0K 1A0",Level2,46.08835187,-73.19668449,"1,00 $ (CAD) de l'heure"
CEA-10614,816 | BSR | SO | 1660 Centre,"1660A Centre, Montréal, QC, H3K 1G4",Level2,45.484356,-73.559822,"1,00 $ (CAD) de l'heure"
CEA-10089,St-Hubert - Joliette,"111 Rue de la Visitation, Joliette, QC, J6E 4N4",Level2,46.04050882,-73.44773682,"1,00 $ (CAD) de l'heure"
CEA-11245,228 | BSR | VSMPE | 405 Guizot,"405 Rue Guizot E, Montréal, QC, H2P 1M8",Level2,45.543788,-73.632248,"1,00 $ (CAD) de l'heure"
CEA-10269,1702 | BSR | VER | 5000 Wellington,"5000 Rue Wellington, Verdun, QC, H4G 1X9",Level2,45.455871,-73.567543,"1,00 $ (CAD) de l'heure"
CEA-11613,Desjardins - Fleuve et des Montagnes (Charlevoix),"2, rue Saint-Jean-Baptiste Baie-Saint-Paul, Charlevoix, QC, G3Z 1L7",Level2,47.44132,-70.50537,"1,00 $ (CAD) de l'heure"
CEA-10801,Longueuil - Bibliotheque Greenfield Park,"225 Rue Empire, Greenfield Park, QC, J4V 1T9",Level2,45.491908,-73.48819,"1,00 $ (CAD) de l'heure"
CEA-10629,Saint-Joseph de Sorel - Montcalm et Élizabeth,"700 Rue Montcalm, Saint-Joseph-de-Sorel, QC, J3R 1C9",Level2,46.042519,-73.12531,"1,00 $ (CAD) de l'heure"
CEA-408,Henryville - Hôtel de Ville,"165 rue de l’Église, Henryville, QC, J0J 1E0",Level2,45.13682,-73.19249,"1,00 $ (CAD) de l'heure"
CEA-10454,801 | BSR | SO | 3451 St-Jacques,"3451 Rue Saint-Jacques, Montréal, QC, H4C 1H2",Level2,45.48193,-73.582383,"1,00 $ (CAD) de l'heure"
CEA-90004,Curbside - Ottawa - Ben Franklin Place,"101 Centrepointe Dr, Nepean, ON, K2G 5K7",Level2,45.344254,-75.760625,"4,00 $ (CAD) par session"
CEA-10304,Rivière-du-Loup - Tourisme Rivière-du-Loup,"189 boul. de l’Hôtel-de-Ville, Rivière-du-Loup, QC, G5R 5C4",Level2,47.82986975,-69.5452772,"2,50 $ (CAD) par session"
CEA-10566,220 | BSR | VSMPE | 7151 St-Dominique,"7151A St-Dominique, Montréal, QC, H2R 1X3",Level2,45.535353,-73.61758,"1,00 $ (CAD) de l'heure"
CEA-10755,102 | BSR | AC | 1100 Fleury,"1100 rue Fleury, Montréal, QC, H2C 1P9",Level2,45.558804,-73.658655,"1,00 $ (CAD) de l'heure"
CEA-90029,St-Hubert - Casselman,"16, Industriel , Casselman, ON, K0A 1M0",Level2,45.305306,-75.080258,"1,00 $ (CAD) de l'heure"
CEA-10845,111 | BSR | AC | 55 Cremazie O,"55 boul. Crémazie O, Montréal, QC, H2N 1L3",Level2,45.541031,-73.642792,"1,00 $ (CAD) de l'heure"
CEA-11180,Centre culturel St-Benoit,"9175 Rue Dumouchel, Mirabel, QC, J7N 2S2",Level2,45.5666744,-74.0968151,"1,00 $ (CAD) de l'heure"
CEA-11454,735 | BSR | CDN-NDG | 8272 Mountain Sight,"8272 Mountain Sight, Montréal, QC, H4P 1Y7",Level2,45.500806,-73.658274,"1,00 $ (CAD) de l'heure"
CEA-215,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, QC, G1C 0J3",Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure"
CEA-10880,516 | BSR | PMR | 3620 St-Denis,"3620 St-Denis, Montréal, QC, H2X 3L6",Level2,45.517751,-73.569529,"1,00 $ (CAD) de l'heure"
CEA-11211,729 | BSR | CDN-NDG | 2405 Cote Ste-Catherine,"2405 Chemin de la Côte-Sainte-Catherine, Montréal, QC, H3T 1A8",Level2,45.508874,-73.61836,"1,00 $ (CAD) de l'heure"
CEA-10578,313 | BSR | RPP | 6036 St-Hubert,"6036 St-Hubert, Montréal, QC, H2S 2L7",Level2,45.534474,-73.59958,"1,00 $ (CAD) de l'heure"
